inspection_id,establishment_name,address,telephone,email,inspection_date,inspection_time_in,inspection_time_out,license_holder,license_number,license_period_start,license_period_end,establishment_type,risk_category,inspection_type,total_violations,priority_violations,priority_violations_corrected_on_site,priority_violations_repeated,priority_foundation_violations,priority_foundation_violations_corrected_on_site,priority_foundation_violations_repeated,core_violations,core_violations_corrected_on_site,core_violations_repeated,critical_violations,critical_violations_corrected_on_site,critical_violations_repeated,noncritical_violations,noncritical_violations_corrected_on_site,noncritical_violations_repeated,inspector_comments,inspector_name,inspector_badge_number,known_valid
773,7-ELEVEN,"333 HAWAII AVE NE WASHINGTON, DC 20017",(202) 269-1009,BERHANUWAKTOLA@YAHOO.COM,2009-09-14,,,Mark Chiochankitmum,09305XXXX-39901559,2009-09-01,2011-08-31,Delicatessen,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
774,DOMINOS PIZZA,"333 HAWAII AVE NE WASHINGTON, DC 20017",(202) 832-3343,sghazi@teamwash.com,2008-09-17,,,Team Washington Inc,09305xxxx-39102698,2008-09-01,2010-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,BF,,False
775,DOMINOS PIZZA,"333 HAWAII AVE NE WASHINGTON, DC 20017",(202) 832-3343,sghazi@teamwash.com,2008-11-13,,,Team Washington Inc,09305xxxx-39102698,2008-09-01,2010-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
776,DOMINOS PIZZA,"333 HAWAII AVE NE WASHINGTON, DC 20017",(202) 832-3343,sghazi@teamwash.com,2009-09-08,,,Team Washington Inc,09305xxxx-39102698,2008-09-01,2010-08-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
777,DOMINOS PIZZA,"333 HAWAII AVE NE WASHINGTON, DC 20017",(202) 832-3343,sghazi@teamwash.com,2009-09-14,,,Team Washington Inc,09305xxxx-39102698,2008-09-01,2010-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
778,HEIGHTS SEAFOOD & DELI,"333 HAWAII AVE NE WASHINGTON, DC 20017",202-526-4602,janechang84@gmail.com,2008-06-16,,,"Chang, Hyun Min & Kyong OK",52165xxxx-53000359,2009-09-01,2011-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
779,HEIGHTS SEAFOOD & DELI,"333 HAWAII AVE NE WASHINGTON, DC 20017",202-526-4602,janechang84@gmail.com,2008-11-13,,,"Chang, Hyun Min & Kyong OK",52165xxxx-53000359,2009-09-01,2011-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
780,HEIGHTS SEAFOOD & DELI,"333 HAWAII AVE NE WASHINGTON, DC 20017",202-526-4602,janechang84@gmail.com,2009-02-13,,,"Chang, Hyun Min & Kyong OK",52165xxxx-53000359,2009-09-01,2011-08-31,Delicatessen,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,,,False
781,HEIGHTS SEAFOOD & DELI,"333 HAWAII AVE NE WASHINGTON, DC 20017",202-526-4602,janechang84@gmail.com,2009-03-25,,,"Chang, Hyun Min & Kyong OK",52165xxxx-53000359,2009-09-01,2011-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
782,HEIGHTS SEAFOOD & DELI,"333 HAWAII AVE NE WASHINGTON, DC 20017",202-526-4602,janechang84@gmail.com,2009-09-08,,,"Chang, Hyun Min & Kyong OK",52165xxxx-53000359,2009-09-01,2011-08-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
783,HEIGHTS SEAFOOD & DELI,"333 HAWAII AVE NE WASHINGTON, DC 20017",202-526-4602,janechang84@gmail.com,2009-09-14,,,"Chang, Hyun Min & Kyong OK",52165xxxx-53000359,2009-09-01,2011-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
784,HUNAN DELIGHT,"333 HAWAII AVE NE WASHINGTON, DC 20017",202-529-8724,suy12044@gmail.com,2008-09-17,,,Hunan JJ and J Inc,09305XXXX-53005515,2017-09-01,2019-08-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,BF,,False
785,HUNAN DELIGHT,"333 HAWAII AVE NE WASHINGTON, DC 20017",202-529-8724,suy12044@gmail.com,2009-09-08,,,Hunan JJ and J Inc,09305XXXX-53005515,2009-09-01,2011-08-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
786,HUNAN DELIGHT,"333 HAWAII AVE NE WASHINGTON, DC 20017",202-529-8724,suy12044@gmail.com,2009-09-14,,,Hunan JJ and J Inc,09305XXXX-53005515,2009-09-01,2011-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
787,THOMAS & SON'S MARKET,"3425 BENNING RD NE Washington, DC 20019",(202) 397-7500,emaagostino@gmail.com,2008-07-03,,,Gaon Enterprises Inc.,09305xxxx-66003134,2014-05-01,2016-04-30,Delicatessen,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,AJ,,False
788,THOMAS & SON'S MARKET,"3425 BENNING RD NE Washington, DC 20019",(202) 397-7500,emaagostino@gmail.com,2009-01-14,,,Gaon Enterprises Inc.,09305xxxx-66003134,2014-05-01,2016-04-30,Delicatessen,2,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,,,False
789,THOMAS & SON'S MARKET,"3425 BENNING RD NE Washington, DC 20019",(202) 397-7500,emaagostino@gmail.com,2009-09-23,,,Gaon Enterprises Inc.,09305xxxx-66003134,2014-05-01,2016-04-30,Delicatessen,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
790,THOMAS & SON'S MARKET,"3425 BENNING RD NE Washington, DC 20019",(202) 397-7500,emaagostino@gmail.com,2009-09-28,,,Gaon Enterprises Inc.,09305xxxx-66003134,2014-05-01,2016-04-30,Delicatessen,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
791,ZIGGY'S,"35 NEW YORK AVE NE Washington, DC 20002",,,2008-02-28,,,Ziggy's finest Inc,52110xxxx-69008894,2009-08-20,2011-08-20,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
792,ZIGGY'S,"35 NEW YORK AVE NE Washington, DC 20002",,,2008-12-22,,,Ziggy's finest Inc,52110xxxx-69008894,2009-08-20,2011-08-20,Delicatessen,3,Other,0,,,,,,,,,,0,0,0,0,0,0,,SC,,False
793,DAVID'S FARM,"350 MORSE ST NE Washington, DC 20002",(202) 543-6780,,2010-08-16,09:20 AM,10:15 AM,David's International Food LLC,09308XXXX-69001093,2009-02-01,2011-01-31,Grocery Store,2,Other,2,,,,,,,,,,0,0,0,2,0,0,FOR QUESTIONS CALL MS COLEMAN AT 202-442-5928 CFS HO Y KIM 40553 EXP 09/28/12,C BASSEY,612,False
794,WINGS TO GO,"3502 12TH ST NE WASHINGTON, DC 20017",(202) 529-7619,nazmul0209@yahoo.com,1933-09-15,,,AJ Eastern Inc.,09305xxxx-54002120,2014-05-01,2016-04-30,Delicatessen,3,Other,0,,,,,,,,,,0,0,0,0,0,0,,,,False
795,WINGS TO GO,"3502 12TH ST NE WASHINGTON, DC 20017",(202) 529-7619,nazmul0209@yahoo.com,2008-06-26,,,AJ Eastern Inc.,09305xxxx-54002120,2014-05-01,2016-04-30,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
796,WINGS TO GO,"3502 12TH ST NE WASHINGTON, DC 20017",(202) 529-7619,nazmul0209@yahoo.com,2008-08-13,,,AJ Eastern Inc.,09305xxxx-54002120,2014-05-01,2016-04-30,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
797,WINGS TO GO,"3502 12TH ST NE WASHINGTON, DC 20017",(202) 529-7619,nazmul0209@yahoo.com,2008-09-04,,,AJ Eastern Inc.,09305xxxx-54002120,2014-05-01,2016-04-30,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
798,WINGS TO GO,"3502 12TH ST NE WASHINGTON, DC 20017",(202) 529-7619,nazmul0209@yahoo.com,2008-09-11,,,AJ Eastern Inc.,09305xxxx-54002120,2014-05-01,2016-04-30,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
799,WINGS TO GO,"3502 12TH ST NE WASHINGTON, DC 20017",(202) 529-7619,nazmul0209@yahoo.com,2009-04-01,,,AJ Eastern Inc.,09305xxxx-54002120,2014-05-01,2016-04-30,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
800,WINGS TO GO,"3502 12TH ST NE WASHINGTON, DC 20017",(202) 529-7619,nazmul0209@yahoo.com,2009-07-29,,,AJ Eastern Inc.,09305xxxx-54002120,2014-05-01,2016-04-30,Delicatessen,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,,,False
801,SUBWAY,"3504 12TH ST NE Washington, DC 20017",(202) 526-5999,Sukhsubway@gmail.com,2009-05-27,,,Ildari Enterprise LLC,09313xxxx-68001124,2014-03-01,2016-02-28,Restaurant Total,3,Other,0,,,,,,,,,,0,0,0,0,0,0,,,,False
802,SUBWAY,"3504 12TH ST NE Washington, DC 20017",(202) 526-5999,Sukhsubway@gmail.com,2008-02-29,,,Ildari Enterprise LLC,09313xxxx-68001124,2014-03-01,2016-02-28,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
803,SUBWAY,"3504 12TH ST NE Washington, DC 20017",(202) 526-5999,Sukhsubway@gmail.com,2008-09-04,,,Ildari Enterprise LLC,09313xxxx-68001124,2014-03-01,2016-02-28,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
804,SUBWAY,"3504 12TH ST NE Washington, DC 20017",(202) 526-5999,Sukhsubway@gmail.com,2008-09-11,,,Ildari Enterprise LLC,09313xxxx-68001124,2014-03-01,2016-02-28,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
805,SUBWAY,"3504 12TH ST NE Washington, DC 20017",(202) 526-5999,Sukhsubway@gmail.com,2009-04-01,,,Ildari Enterprise LLC,09313xxxx-68001124,2014-03-01,2016-02-28,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
806,SUBWAY,"3504 12TH ST NE Washington, DC 20017",(202) 526-5999,Sukhsubway@gmail.com,2009-08-26,,,Ildari Enterprise LLC,09313xxxx-68001124,2014-03-01,2016-02-28,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
807,SUBWAY,"3504 12TH ST NE Washington, DC 20017",(202) 526-5999,Sukhsubway@gmail.com,2009-09-02,,,Ildari Enterprise LLC,09313xxxx-68001124,2014-03-01,2016-02-28,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
808,SUBWAY,"3504 12TH ST NE Washington, DC 20017",(202) 526-5999,Sukhsubway@gmail.com,2009-10-02,,,Ildari Enterprise LLC,09313xxxx-68001124,2014-03-01,2016-02-28,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,NF,,False
809,MURRY & PAUL'S RESTAURANT,"3513 12th ST NE WASHINGTON, DC 20017",(202) 529-4078,hoshineya@gmail.com,2009-06-01,,,"Chang, Bok J.",09313xxxx-50006350,2014-05-01,2016-04-30,Restaurant Total,3,Other,0,,,,,,,,,,0,0,0,0,0,0,,,,False
810,MURRY & PAUL'S RESTAURANT,"3513 12th ST NE WASHINGTON, DC 20017",(202) 529-4078,hoshineya@gmail.com,2008-09-04,,,"Chang, Bok J.",09313xxxx-50006350,2014-05-01,2016-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
811,MURRY & PAUL'S RESTAURANT,"3513 12th ST NE WASHINGTON, DC 20017",(202) 529-4078,hoshineya@gmail.com,2008-09-11,,,"Chang, Bok J.",09313xxxx-50006350,2014-05-01,2016-04-30,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
812,REAL SPICE,"3522 12TH ST NE WASHINGTON, DC 20017",(202) 526-2001,,2009-08-13,,,Real Spice LLC,90050xxxx-69006926,2009-08-01,2011-07-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
813,TROPICANA EATERIES,"3522 12TH ST NE WASHINGTON, DC 20017",,,2008-09-04,,,TROPICANA EATERIES,,,,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
814,TROPICANA EATERIES,"3522 12TH ST NE WASHINGTON, DC 20017",,,2008-09-11,,,TROPICANA EATERIES,,,,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
815,TROPICANA EATERIES,"3522 12TH ST NE WASHINGTON, DC 20017",,,2009-08-05,,,TROPICANA EATERIES,,,,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
816,PIZZA KINGDOM,"3524 12TH ST NE Washington, DC 20017",,,2009-06-01,,,Brookland Inc.,27432xxxx-71102131,2011-03-01,2013-02-28,Delicatessen,3,Other,0,,,,,,,,,,0,0,0,0,0,0,,,,False
817,PIZZA KINGDOM,"3524 12TH ST NE Washington, DC 20017",,,2008-09-05,,,Brookland Inc.,27432xxxx-71102131,2011-03-01,2013-02-28,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
818,PIZZA KINGDOM,"3524 12TH ST NE Washington, DC 20017",,,2008-10-17,,,Brookland Inc.,27432xxxx-71102131,2011-03-01,2013-02-28,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
819,PIZZA KINGDOM,"3524 12TH ST NE Washington, DC 20017",,,2009-03-31,,,Brookland Inc.,27432xxxx-71102131,2011-03-01,2013-02-28,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
820,PIZZA KINGDOM,"3524 12TH ST NE Washington, DC 20017",,,2009-08-05,,,Brookland Inc.,27432xxxx-71102131,2011-03-01,2013-02-28,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
821,DISCOUNT MART,"3526 EAST CAPITOL ST NE Washington, DC 20019",(202) 388-1006,,2011-08-02,01:51 PM,02:44 PM,DISCOUNT MART,,2011-08-02,2011-08-16,Food Products,2,Routine,1,,,,,,,,,,0,0,0,1,1,0,"NO OBJECTIONS TO THE ISSUANCE OF LICENSE The business does not have a written employee's health policy for food-borne illness, a copy is given to the store manager. Correct stated items within 5-days and 45-days If any question please call area supervisor Ms. Coleman at 202-442-5928",Ross J. Gateretse,624,False
822,BROOKLAND GRILL,"3528 12TH ST NE Washington, DC 20017",(202) 526-7419,oguhchas@yahoo.com,2008-09-05,,,The Ice Cream Station LLC,09313xxxx-41000946,2016-05-01,2018-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
823,BROOKLAND GRILL,"3528 12TH ST NE Washington, DC 20017",(202) 526-7419,oguhchas@yahoo.com,2008-09-25,,,The Ice Cream Station LLC,09313xxxx-41000946,2016-05-01,2018-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
824,BROOKLAND GRILL,"3528 12TH ST NE Washington, DC 20017",(202) 526-7419,oguhchas@yahoo.com,2008-10-17,,,The Ice Cream Station LLC,09313xxxx-41000946,2016-05-01,2018-04-30,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
825,BROOKLAND GRILL,"3528 12TH ST NE Washington, DC 20017",(202) 526-7419,oguhchas@yahoo.com,2009-03-31,,,The Ice Cream Station LLC,09313xxxx-41000946,2016-05-01,2018-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
826,BROOKLAND GRILL,"3528 12TH ST NE Washington, DC 20017",(202) 526-7419,oguhchas@yahoo.com,2009-09-09,,,The Ice Cream Station LLC,09313xxxx-41000946,2016-05-01,2018-04-30,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
827,DCPS Warehouse,"3535 V ST NE Washington, DC 20018",,,2008-05-20,,,DCPS Warehouse,,2011-05-26,2011-05-30,Unlicensed Food,4,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
828,GREENWAY MARKET,"3542 EAST CAPITOL ST NE Washington, DC 20019",(202) 399-1344,,2008-06-03,,,Amanuel Mebrhtu,12345xxxx-64004244,2008-10-31,2010-10-31,Delicatessen,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
829,GREENWAY MARKET,"3542 EAST CAPITOL ST NE Washington, DC 20019",(202) 399-1344,,2009-12-11,,,Amanuel Mebrhtu,12345xxxx-64004244,2008-10-31,2010-10-31,Delicatessen,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
830,GREENWAY MARKET,"3542 EAST CAPITOL ST NE Washington, DC 20019",(202) 399-1344,,2009-12-14,,,Amanuel Mebrhtu,12345xxxx-64004244,2008-10-31,2010-10-31,Delicatessen,2,Other,0,,,,,,,,,,0,0,0,0,0,0,,BRB,,False
831,GREENWAY MARKET,"3542 EAST CAPITOL ST NE Washington, DC 20019",(202) 399-1344,,2009-12-14,,,Amanuel Mebrhtu,12345xxxx-64004244,2008-10-31,2010-10-31,Delicatessen,2,Other,0,,,,,,,,,,0,0,0,0,0,0,,BRB,,False
832,NEW TONG SHIN,"3901 12TH ST NE Washington, DC 20017",(202) 832-8868,chen090707@yahoo.com,2009-06-01,,,Hua Rong Corporation,09305xxxx-41004271,2015-09-01,2017-08-31,Delicatessen,3,Other,0,,,,,,,,,,0,0,0,0,0,0,,,,False
833,NEW TONG SHIN,"3901 12TH ST NE Washington, DC 20017",(202) 832-8868,chen090707@yahoo.com,2008-09-15,,,Hua Rong Corporation,09305xxxx-41004271,2015-09-01,2017-08-31,Delicatessen,3,Other,0,,,,,,,,,,0,0,0,0,0,0,,,,False
834,NEWTON FOOD MART,"3600 12TH ST NE Washington, DC 20017",(202) 635-0926,newtonfoodmart@yahoo.com,2008-09-05,,,NEWTON FOOD MART,,2011-03-24,2011-03-31,Grocery Store,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
835,NEW TONG SHIN,"3901 12TH ST NE Washington, DC 20017",(202) 832-8868,chen090707@yahoo.com,2008-10-08,,,Hua Rong Corporation,09305xxxx-41004271,2015-09-01,2017-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
836,NEWTON FOOD MART,"3600 12TH ST NE Washington, DC 20017",(202) 635-0926,newtonfoodmart@yahoo.com,2008-10-20,,,NEWTON FOOD MART,,2011-03-24,2011-03-31,Grocery Store,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
837,NEW TONG SHIN,"3901 12TH ST NE Washington, DC 20017",(202) 832-8868,chen090707@yahoo.com,2009-03-30,,,Hua Rong Corporation,09305xxxx-41004271,2015-09-01,2017-08-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
838,NEWTON FOOD MART,"3600 12TH ST NE Washington, DC 20017",(202) 635-0926,newtonfoodmart@yahoo.com,2009-08-05,,,NEWTON FOOD MART,,2011-03-24,2011-03-31,Grocery Store,2,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
839,NEWTON FOOD MART,"3600 12TH ST NE Washington, DC 20017",(202) 635-0926,newtonfoodmart@yahoo.com,2009-08-13,,,NEWTON FOOD MART,,2011-03-24,2011-03-31,Grocery Store,2,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
840,NEW TONG SHIN,"3901 12TH ST NE Washington, DC 20017",(202) 832-8868,chen090707@yahoo.com,2009-10-02,,,Hua Rong Corporation,09305xxxx-41004271,2009-09-01,2011-08-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,NF,,False
841,SARDIS CAFE,"3600 NEW YORK AVE NE Washington, DC 20002",(202) 636-4904,,2009-01-07,,,Sardis Inc.,41226xxxx-69000161,2009-01-01,2010-12-31,Restaurant Total,3,Other,0,,,,,,,,,,0,0,0,0,0,0,,,,False
842,TSIM YUNG RESTAURANT,"3625 12TH ST NE WASHINGTON, DC 20017",(202) 635-1318,fuguo8@hotmail.com,2008-09-05,,,The Cheng Corporation,09313xxxx-39703765,2016-05-01,2018-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
843,TSIM YUNG RESTAURANT,"3625 12TH ST NE WASHINGTON, DC 20017",(202) 635-1318,fuguo8@hotmail.com,2008-09-22,,,The Cheng Corporation,09313xxxx-39703765,2016-05-01,2018-04-30,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
844,TSIM YUNG RESTAURANT,"3625 12TH ST NE WASHINGTON, DC 20017",(202) 635-1318,fuguo8@hotmail.com,2009-04-01,,,The Cheng Corporation,09313xxxx-39703765,2016-05-01,2018-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
845,TSIM YUNG RESTAURANT,"3625 12TH ST NE WASHINGTON, DC 20017",(202) 635-1318,fuguo8@hotmail.com,2009-08-04,,,The Cheng Corporation,09313xxxx-39703765,2016-05-01,2018-04-30,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
846,TSIM YUNG RESTAURANT,"3625 12TH ST NE WASHINGTON, DC 20017",(202) 635-1318,fuguo8@hotmail.com,2009-08-13,,,The Cheng Corporation,09313xxxx-39703765,2016-05-01,2018-04-30,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
847,TSIM YUNG RESTAURANT,"3625 12TH ST NE WASHINGTON, DC 20017",(202) 635-1318,fuguo8@hotmail.com,2010-02-26,,,The Cheng Corporation,09313xxxx-39703765,2016-05-01,2018-04-30,Restaurant Total,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
848,TSIM YUNG RESTAURANT,"3625 12TH ST NE WASHINGTON, DC 20017",(202) 635-1318,fuguo8@hotmail.com,2010-03-01,,,The Cheng Corporation,09313xxxx-39703765,2016-05-01,2018-04-30,Restaurant Total,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
849,TSIM YUNG RESTAURANT,"3625 12TH ST NE WASHINGTON, DC 20017",(202) 635-1318,fuguo8@hotmail.com,2010-03-08,,,The Cheng Corporation,09313xxxx-39703765,2016-05-01,2018-04-30,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,YW,,False
850,CAFE SUREIA,"3629 12TH ST NE Washington, DC 20017",(202) 635-8444,,2008-09-10,,,Cafe Sureia,94343xxxx-68005174,2010-08-01,2012-07-31,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
851,CAFE SUREIA,"3629 12TH ST NE Washington, DC 20017",(202) 635-8444,,2009-04-01,,,Cafe Sureia,94343xxxx-68005174,2010-08-01,2012-07-31,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
852,CAFE SUREIA,"3629 12TH ST NE Washington, DC 20017",(202) 635-8444,,2009-08-04,,,Cafe Sureia,94343xxxx-68005174,2010-08-01,2012-07-31,Restaurant Total,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
853,CAFE SUREIA,"3629 12TH ST NE Washington, DC 20017",(202) 635-8444,,2009-08-13,,,Cafe Sureia,94343xxxx-68005174,2010-08-01,2012-07-31,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
854,CAFE SUREIA,"3629 12TH ST NE Washington, DC 20017",(202) 635-8444,,2009-08-26,,,Cafe Sureia,94343xxxx-68005174,2010-08-01,2012-07-31,Restaurant Total,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
855,GREENWAY LIQUORS,"3700 MINNESOTA AVE NE Washington, DC 20019",(202) 396-7402,greenwaylqr@gmail.com,2008-02-26,,,Capitol 1 DC LLC,09306xxxx-66006387,2016-10-01,2018-09-30,Food Products,1,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
856,DANNY'S SUB SHOP,"3710 MINNESOTA AVE NE WASHINGTON, DC 20019",202-388-8666,ywhe88@yahoo.com,2008-05-15,,,"He, Xin",09305xxxx-39902958,2015-09-01,2017-08-31,Delicatessen,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
857,DANNY'S SUB SHOP,"3710 MINNESOTA AVE NE WASHINGTON, DC 20019",202-388-8666,ywhe88@yahoo.com,2009-04-07,,,"He, Xin",09305xxxx-39902958,2015-09-01,2017-08-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
858,DANNY'S SUB SHOP,"3710 MINNESOTA AVE NE WASHINGTON, DC 20019",202-388-8666,ywhe88@yahoo.com,2009-04-13,,,"He, Xin",09305xxxx-39902958,2015-09-01,2017-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
859,DANNY'S SUB SHOP,"3710 MINNESOTA AVE NE WASHINGTON, DC 20019",202-388-8666,ywhe88@yahoo.com,2009-07-30,,,"He, Xin",09305xxxx-39902958,2015-09-01,2017-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
860,POTOMAC SEAFOOD,"3730 MINNESOTA AVE NE Washington, DC 20019",(202) 399-7070,,2009-04-07,,,Sung Su Lee,09395xxxx-70107481,2016-09-01,2018-08-31,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,,,False
861,POTOMAC SEAFOOD,"3730 MINNESOTA AVE NE Washington, DC 20019",(202) 399-7070,,2009-04-13,,,Sung Su Lee,09395xxxx-70107481,2016-09-01,2018-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,,,False
862,POTOMAC SEAFOOD,"3730 MINNESOTA AVE NE Washington, DC 20019",(202) 399-7070,,2009-07-23,,,Sung Su Lee,09395xxxx-70107481,2016-09-01,2018-08-31,Delicatessen,3,Complaint,0,,,,,,,,,,0,0,0,0,0,0,,AJ,,False
863,POTOMAC SEAFOOD,"3730 MINNESOTA AVE NE Washington, DC 20019",(202) 399-7070,,2009-08-05,,,Sung Su Lee,09395xxxx-70107481,2016-09-01,2018-08-31,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,CB,,False
864,PIZZA BOLIS,"3738 10TH ST NE Washington, DC 20017",202-636-7272,shamy4u@yahoo.com,2008-03-12,,,"Latif, Norman",09305xxxx-16000009,2015-10-01,2017-09-30,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,AJ,,False
865,PIZZA BOLIS,"3738 10TH ST NE Washington, DC 20017",202-636-7272,shamy4u@yahoo.com,2008-09-17,,,"Latif, Norman",09305xxxx-16000009,2015-10-01,2017-09-30,Delicatessen,3,Routine,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
866,PIZZA BOLIS,"3738 10TH ST NE Washington, DC 20017",202-636-7272,shamy4u@yahoo.com,2008-10-06,,,"Latif, Norman",09305xxxx-16000009,2015-10-01,2017-09-30,Delicatessen,3,Follow-up,0,,,,,,,,,,0,0,0,0,0,0,,JA,,False
